:	dvije tačke
🤲🏽	dlanovi nagore zajedno, dlanovi nagore zajedno: ni svijetla ni tamna koža, molitva, ni svijetla ni tamna koža
🤝	rukovanje
🤝🏻	rukovanje, rukovanje: svijetla koža, svijetla koža
🤝🏼	rukovanje, rukovanje: srednje svijetla koža, srednje svijetla koža
🤝🏽	ni svijetla ni tamna koža, rukovanje, rukovanje: ni svijetla ni tamna koža
🤝🏾	rukovanje, srednje tamna koža
🤝🏿	rukovanje, tamna koža
🙏🏻	daj 5, daj pet, molitva, moljenje, pitati, ruka, spojeni dlanovi, spojeni dlanovi: svijetla koža, svijetla koža, zahvalnost
🙏🏼	daj 5, daj pet, molitva, moljenje, pitati, ruka, spojeni dlanovi, spojeni dlanovi: srednje svijetla koža, srednje svijetla koža, zahvalnost
🙏🏽	daj 5, daj pet, molitva, moljenje, ni svijetla ni tamna koža, pitati, ruka, spojeni dlanovi, spojeni dlanovi: ni svijetla ni tamna koža, zahvalnost
✍️	ruka koja piše
✍🏻	ruka koja piše, ruka koja piše: svijetla koža, svijetla koža
✍🏼	ruka koja piše, ruka koja piše: srednje svijetla koža, srednje svijetla koža
✍🏽	ni svijetla ni tamna koža, ruka koja piše, ruka koja piše: ni svijetla ni tamna koža
✍🏾	ruka koja piše, srednje tamna koža
✍🏿	ruka koja piše, tamna koža
💅	lak za nokte
💅🏻	lak za nokte, lak za nokte: svijetla koža, svijetla koža
💅🏼	lak za nokte, lak za nokte: srednje svijetla koža, srednje svijetla koža
💅🏽	lak za nokte, lak za nokte: ni svijetla ni tamna koža, ni svijetla ni tamna koža
💅🏾	lak za nokte, srednje tamna koža
💅🏿	lak za nokte, tamna koža
🤳	selfi
🤳🏻	selfi, selfi: svijetla koža, svijetla koža
🤳🏼	selfi, selfi: srednje svijetla koža, srednje svijetla koža
🤳🏽	ni svijetla ni tamna koža, selfi, selfi: ni svijetla ni tamna koža
🤳🏾	selfi, srednje tamna koža
🤳🏿	selfi, tamna koža
💪	stegnuti biceps
💪🏻	stegnuti biceps, stegnuti biceps: svijetla koža, svijetla koža
💪🏼	srednje svijetla koža, stegnuti biceps, stegnuti biceps: srednje svijetla koža
💪🏽	ni svijetla ni tamna koža, stegnuti biceps, stegnuti biceps: ni svijetla ni tamna koža
💪🏾	srednje tamna koža, stegnuti biceps
💪🏿	stegnuti biceps, tamna koža
🦿	mehanička noga
🦵	noga, ud, šut
🦵🏻	noga, noga: svijetla koža, svijetla koža, ud, šut
🦵🏼	noga, noga: srednje svijetla koža, srednje svijetla koža, ud, šut
🦵🏽	ni svijetla ni tamna koža, noga, noga: ni svijetla ni tamna koža, ud, šut
🦵🏾	noga, srednje tamna koža, ud, šut
🦵🏿	noga, tamna koža, ud, šut
🦶🏻	stopalo, stopalo: svijetla koža, svijetla koža, zgaziti
🦶🏼	srednje svijetla koža, stopalo, stopalo: srednje svijetla koža, zgaziti
🦶🏽	ni svijetla ni tamna koža, stopalo, stopalo: ni svijetla ni tamna koža, zgaziti
👂️	uvo
👂🏻	svijetla koža, uvo, uvo: svijetla koža
👂🏼	srednje svijetla koža, uvo, uvo: srednje svijetla koža
👂🏽	ni svijetla ni tamna koža, uvo, uvo: ni svijetla ni tamna koža
👂🏾	srednje tamna koža, uvo
👂🏿	tamna koža, uvo
🦻🏻	pristupačnost, svijetla koža, tvrd na uši, uvo sa slušnim aparatom, uvo sa slušnim aparatom: svijetla koža
🦻🏼	pristupačnost, srednje svijetla koža, tvrd na uši, uvo sa slušnim aparatom, uvo sa slušnim aparatom: srednje svijetla koža
🦻🏽	ni svijetla ni tamna koža, pristupačnost, tvrd na uši, uvo sa slušnim aparatom, uvo sa slušnim aparatom: ni svijetla ni tamna koža
👃	nos
👃🏻	nos, nos: svijetla koža, svijetla koža
👃🏼	nos, nos: srednje svijetla koža, srednje svijetla koža
👃🏽	ni svijetla ni tamna koža, nos, nos: ni svijetla ni tamna koža
👃🏾	nos, srednje tamna koža
👃🏿	nos, tamna koža
👁️	oko
👅	jezik
👶🏻	beba, beba: svijetla koža, mladost, svijetla koža
👶🏼	beba, beba: srednje svijetla koža, mladost, srednje svijetla koža
👶🏽	beba, beba: ni svijetla ni tamna koža, mladost, ni svijetla ni tamna koža
🧒	dijete, mladost, neodređen rod, rodno neutralno
🧒🏻	dijete, dijete: svijetla koža, mladost, neodređen rod, rodno neutralno, svijetla koža
🧒🏼	dijete, dijete: srednje svijetla koža, mladost, neodređen rod, rodno neutralno, srednje svijetla koža
🧒🏽	dijete, dijete: ni svijetla ni tamna koža, mladost, neodređen rod, ni svijetla ni tamna koža, rodno neutralno
🧒🏾	dijete, dijete: srednje tamna koža, mladost, neodređen rod, rodno neutralno, srednje tamna koža
🧒🏿	dijete, dijete: tamna koža, mladost, neodređen rod, rodno neutralno, tamna koža
👦	dječak, mladost
👦🏻	dječak, dječak: svijetla koža, mladost, svijetla koža
👦🏼	dječak, dječak: srednje svijetla koža, mladost, srednje svijetla koža
👦🏽	dječak, dječak: ni svijetla ni tamna koža, mladost, ni svijetla ni tamna koža
👦🏾	dječak, dječak: srednje tamna koža, mladost, srednje tamna koža
👦🏿	dječak, dječak: tamna koža, mladost, tamna koža
👧	djevojčica
👧🏻	djevojčica, djevojčica: svijetla koža, svijetla koža
👧🏼	djevojčica, djevojčica: srednje svijetla koža, srednje svijetla koža
👧🏽	djevojčica, djevojčica: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👧🏾	djevojčica, djevojčica: srednje tamna koža, srednje tamna koža
👧🏿	djevojčica, djevojčica: tamna koža, tamna koža
🧑	neodređen rod, odrasla osoba, osoba, rodno neutralno
🧑🏻	neodređen rod, odrasla osoba, odrasla osoba: svijetla koža, osoba, rodno neutralno, svijetla koža
🧑🏼	neodređen rod, odrasla osoba, odrasla osoba: srednje svijetla koža, osoba, rodno neutralno, srednje svijetla koža
🧑🏽	neodređen rod, ni svijetla ni tamna koža, odrasla osoba, odrasla osoba: ni svijetla ni tamna koža, osoba, rodno neutralno
🧑🏾	neodređen rod, odrasla osoba, osoba, rodno neutralno, srednje tamna koža
🧑🏿	neodređen rod, odrasla osoba, osoba, rodno neutralno, tamna koža
👱🏻	osoba sa plavom kosom, osoba sa plavom kosom: svijetla koža, plava kosa, svijetla koža
👱🏼	osoba sa plavom kosom, osoba sa plavom kosom: srednje svijetla koža, plava kosa, srednje svijetla koža
👱🏽	ni svijetla ni tamna koža, osoba sa plavom kosom, osoba sa plavom kosom: ni svijetla ni tamna koža, plava kosa
🧑🏻‍❤‍💋‍🧑🏼	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža
🧑🏻‍❤‍💋‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, svijetla koža i ni svijetla ni tamna koža, svijetla koža
🧑🏻‍❤‍💋‍🧑🏾	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža
🧑🏻‍❤‍💋‍🧑🏿	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, svijetla koža i tamna koža, svijetla koža, tamna koža
🧑🏼‍❤‍💋‍🧑🏻	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža
🧑🏼‍❤‍💋‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža
🧑🏼‍❤‍💋‍🧑🏾	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža
🧑🏼‍❤‍💋‍🧑🏿	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža
🧑🏽‍❤‍💋‍🧑🏻	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i svijetla koža, svijetla koža
🧑🏽‍❤‍💋‍🧑🏼	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža
🧑🏽‍❤‍💋‍🧑🏾	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža
🧑🏽‍❤‍💋‍🧑🏿	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i tamna koža, tamna koža
🧑🏾‍❤‍💋‍🧑🏻	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža
🧑🏾‍❤‍💋‍🧑🏼	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža
🧑🏾‍❤‍💋‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža
🧑🏾‍❤‍💋‍🧑🏿	odrasla osoba, poljubac, srednje tamna koža, tamna koža
🧑🏿‍❤‍💋‍🧑🏻	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, tamna koža i svijetla koža, svijetla koža, tamna koža
🧑🏿‍❤‍💋‍🧑🏼	odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža
🧑🏿‍❤‍💋‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, poljubac, poljubac: odrasla osoba, odrasla osoba, tamna koža i ni svijetla ni tamna koža, tamna koža
🧑🏿‍❤‍💋‍🧑🏾	odrasla osoba, poljubac, srednje tamna koža, tamna koža
🧑🏻‍❤‍🧑🏼	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža
🧑🏻‍❤‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, svijetla koža i ni svijetla ni tamna koža, svijetla koža
🧑🏻‍❤‍🧑🏾	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, svijetla koža i srednje tamna koža, srednje tamna koža, svijetla koža
🧑🏻‍❤‍🧑🏿	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, svijetla koža i tamna koža, svijetla koža, tamna koža
🧑🏼‍❤‍🧑🏻	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje svijetla koža i svijetla koža, srednje svijetla koža, svijetla koža
🧑🏼‍❤‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje svijetla koža i ni svijetla ni tamna koža, srednje svijetla koža
🧑🏼‍❤‍🧑🏾	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje svijetla koža i srednje tamna koža, srednje svijetla koža, srednje tamna koža
🧑🏼‍❤‍🧑🏿	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje svijetla koža i tamna koža, srednje svijetla koža, tamna koža
🧑🏽‍❤‍🧑🏻	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i svijetla koža, svijetla koža
🧑🏽‍❤‍🧑🏼	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i srednje svijetla koža, srednje svijetla koža
🧑🏽‍❤‍🧑🏾	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i srednje tamna koža, srednje tamna koža
🧑🏽‍❤‍🧑🏿	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, ni svijetla ni tamna koža i tamna koža, tamna koža
🧑🏾‍❤‍🧑🏻	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje tamna koža i svijetla koža, srednje tamna koža, svijetla koža
🧑🏾‍❤‍🧑🏼	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje tamna koža i srednje svijetla koža, srednje svijetla koža, srednje tamna koža
🧑🏾‍❤‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, srednje tamna koža i ni svijetla ni tamna koža, srednje tamna koža
🧑🏾‍❤‍🧑🏿	odrasla osoba, par sa srcem, srednje tamna koža, tamna koža
🧑🏿‍❤‍🧑🏻	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, tamna koža i svijetla koža, svijetla koža, tamna koža
🧑🏿‍❤‍🧑🏼	odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, tamna koža i srednje svijetla koža, srednje svijetla koža, tamna koža
🧑🏿‍❤‍🧑🏽	ni svijetla ni tamna koža, odrasla osoba, par sa srcem, par sa srcem: odrasla osoba, odrasla osoba, tamna koža i ni svijetla ni tamna koža, tamna koža
🧑🏿‍❤‍🧑🏾	odrasla osoba, par sa srcem, srednje tamna koža, tamna koža
🧑‍🦰	crvena kosa, neodređen rod, odrasla osoba, osoba, rodno neutralno
🧑🏻‍🦰	crvena kosa, neodređen rod, odrasla osoba, odrasla osoba: svijetla koža i crvena kosa, osoba, rodno neutralno, svijetla koža
🧑🏼‍🦰	crvena kosa, neodređen rod, odrasla osoba, odrasla osoba: srednje svijetla koža i crvena kosa, osoba, rodno neutralno, srednje svijetla koža
🧑🏽‍🦰	crvena kosa, neodređen rod, ni svijetla ni tamna koža, odrasla osoba, odrasla osoba: ni svijetla ni tamna koža i crvena kosa, osoba, rodno neutralno
🧑🏾‍🦰	crvena kosa, neodređen rod, odrasla osoba, osoba, rodno neutralno, srednje tamna koža
🧑🏿‍🦰	crvena kosa, neodređen rod, odrasla osoba, osoba, rodno neutralno, tamna koža
🧑‍🦱	kovrdžava kosa, neodređen rod, odrasla osoba, osoba, rodno neutralno
🧑🏻‍🦱	kovrdžava kosa, neodređen rod, odrasla osoba, odrasla osoba: svijetla koža i kovrdžava kosa, osoba, rodno neutralno, svijetla koža
🧑🏼‍🦱	kovrdžava kosa, neodređen rod, odrasla osoba, odrasla osoba: srednje svijetla koža i kovrdžava kosa, osoba, rodno neutralno, srednje svijetla koža
🧑🏽‍🦱	kovrdžava kosa, neodređen rod, ni svijetla ni tamna koža, odrasla osoba, odrasla osoba: ni svijetla ni tamna koža i kovrdžava kosa, osoba, rodno neutralno
🧑🏾‍🦱	kovrdžava kosa, neodređen rod, odrasla osoba, osoba, rodno neutralno, srednje tamna koža
🧑🏿‍🦱	kovrdžava kosa, neodređen rod, odrasla osoba, osoba, rodno neutralno, tamna koža
🧑‍🦳	neodređen rod, odrasla osoba, odrasla osoba: sijeda kosa, osoba, rodno neutralno, sijeda kosa
🧑🏻‍🦳	neodređen rod, odrasla osoba, odrasla osoba: svijetla koža i sijeda kosa, osoba, rodno neutralno, sijeda kosa, svijetla koža
🧑🏼‍🦳	neodređen rod, odrasla osoba, odrasla osoba: srednje svijetla koža i sijeda kosa, osoba, rodno neutralno, sijeda kosa, srednje svijetla koža
🧑🏽‍🦳	neodređen rod, ni svijetla ni tamna koža, odrasla osoba, odrasla osoba: ni svijetla ni tamna koža i sijeda kosa, osoba, rodno neutralno, sijeda kosa
🧑🏾‍🦳	neodređen rod, odrasla osoba, odrasla osoba: srednje tamna koža i sijeda kosa, osoba, rodno neutralno, sijeda kosa, srednje tamna koža
🧑🏿‍🦳	neodređen rod, odrasla osoba, odrasla osoba: tamna koža i sijeda kosa, osoba, rodno neutralno, sijeda kosa, tamna koža
🧑‍🦲	neodređen rod, odrasla osoba, osoba, rodno neutralno, ćelav
🧑🏻‍🦲	neodređen rod, odrasla osoba, odrasla osoba: svijetla koža i ćelav, osoba, rodno neutralno, svijetla koža, ćelav
🧑🏼‍🦲	neodređen rod, odrasla osoba, odrasla osoba: srednje svijetla koža i ćelav, osoba, rodno neutralno, srednje svijetla koža, ćelav
🧑🏽‍🦲	neodređen rod, ni svijetla ni tamna koža, odrasla osoba, odrasla osoba: ni svijetla ni tamna koža i ćelav, osoba, rodno neutralno, ćelav
🧑🏾‍🦲	neodređen rod, odrasla osoba, osoba, rodno neutralno, srednje tamna koža, ćelav
🧑🏿‍🦲	neodređen rod, odrasla osoba, osoba, rodno neutralno, tamna koža, ćelav
👨	muškarac, odrasla osoba
👨🏻	muškarac, muškarac: svijetla koža, odrasla osoba, svijetla koža
👨🏼	muškarac, muškarac: srednje svijetla koža, odrasla osoba, srednje svijetla koža
👨🏽	muškarac, muškarac: ni svijetla ni tamna koža, ni svijetla ni tamna koža, odrasla osoba
👨🏾	muškarac, odrasla osoba, srednje tamna koža
👨🏿	muškarac, odrasla osoba, tamna koža
🧔🏻	brada, osoba sa bradom, osoba sa bradom: svijetla koža, svijetla koža
🧔🏼	brada, osoba sa bradom, osoba sa bradom: srednje svijetla koža, srednje svijetla koža
🧔🏽	brada, ni svijetla ni tamna koža, osoba sa bradom, osoba sa bradom: ni svijetla ni tamna koža
🧔‍♂	muškarac: brada
🧔🏻‍♂	brada, muškarac: brada, muškarac: svijetla koža i brada, svijetla koža
🧔🏼‍♂	brada, muškarac: brada, muškarac: srednje svijetla koža i brada, srednje svijetla koža
🧔🏽‍♂	brada, muškarac: brada, muškarac: ni svijetla ni tamna koža i brada, ni svijetla ni tamna koža
🧔🏾‍♂	brada, muškarac: brada, srednje tamna koža
🧔🏿‍♂	brada, muškarac: brada, tamna koža
👱🏻‍♂	muškarac, plav muškarac, plav muškarac: svijetla koža, plava kosa, svijetla koža
👱🏼‍♂	muškarac, plav muškarac, plav muškarac: srednje svijetla koža, plava kosa, srednje svijetla koža
👱🏽‍♂	muškarac, ni svijetla ni tamna koža, plav muškarac, plav muškarac: ni svijetla ni tamna koža, plava kosa
👨🏻‍❤‍💋‍👨🏻	muškarac, poljubac, poljubac: muškarac, muškarac i svijetla koža, svijetla koža
👨🏻‍❤‍💋‍👨🏼	muškarac, poljubac, poljubac: muškarac, muškarac, svijetla koža i srednje svijetla koža, srednje svijetla koža, svijetla koža
👨🏻‍❤‍💋‍👨🏽	muškarac, ni svijetla ni tamna koža, poljubac, poljubac: muškarac, muškarac, svijetla koža i ni svijetla ni tamna koža, svijetla koža
