😀	داند پیسنا, دند پیسدی شکل, دی شکل
👈🏻	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👈🏼	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👈🏽	اشارہ کرنا, اُنگل, بیک ہینڈ, درمیانی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں: درمیانی رنگت آلی جلد
👈🏾	اشارہ کرنا, اُنگل, بیک ہینڈ, درمیانی کالی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں: درمیانی کالی رنگت آلی جلد
👈🏿	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, کالی رنگت آلی جلد, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے کھبے اشارہ کردیاں ہوئیاں: کالی رنگت آلی جلد
👉️	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں
👉🏻	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👉🏼	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👉🏽	اشارہ کرنا, اُنگل, بیک ہینڈ, درمیانی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں: درمیانی رنگت آلی جلد
👉🏾	اشارہ کرنا, اُنگل, بیک ہینڈ, درمیانی کالی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں: درمیانی کالی رنگت آلی جلد
👉🏿	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, کالی رنگت آلی جلد, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال سجے اشارہ کردیاں ہوئیاں: کالی رنگت آلی جلد
👆️	اشارہ کرنا, اُنگل, اُوتے, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں
👆🏻	اشارہ کرنا, اُنگل, اُوتے, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
👆🏼	اشارہ کرنا, اُنگل, اُوتے, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
👆🏽	اشارہ کرنا, اُنگل, اُوتے, بیک ہینڈ, درمیانی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں: درمیانی رنگت آلی جلد
👆🏾	اشارہ کرنا, اُنگل, اُوتے, بیک ہینڈ, درمیانی کالی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں: درمیانی کالی رنگت آلی جلد
👆🏿	اشارہ کرنا, اُنگل, اُوتے, بیک ہینڈ, ضمینہ, کالی رنگت آلی جلد, ہتھ, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں شہادت دی انگلی نال اوتے اشارہ کردیاں ہوئیاں: کالی رنگت آلی جلد
🖕	اُنگل, درمیانی اُنگل, ہتھ
🖕🏻	اُنگل, درمیانی اُنگل, درمیانی اُنگل: ہلکی رنگت آلی جلد, ہتھ, ہلکی رنگت آلی جلد
🖕🏼	اُنگل, درمیانی اُنگل, درمیانی اُنگل: ہلکی درمیانی رنگت آلی جلد, ہتھ, ہلکی درمیانی رنگت آلی جلد
🖕🏽	اُنگل, درمیانی اُنگل, درمیانی اُنگل: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, ہتھ
🖕🏾	اُنگل, درمیانی اُنگل, درمیانی اُنگل: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, ہتھ
🖕🏿	اُنگل, درمیانی اُنگل, درمیانی اُنگل: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہتھ
👇️	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں, ہیٹھاں
👇🏻	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد, ہیٹھاں
👇🏼	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد, ہیٹھاں
👇🏽	اشارہ کرنا, اُنگل, بیک ہینڈ, درمیانی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں: درمیانی رنگت آلی جلد, ہیٹھاں
👇🏾	اشارہ کرنا, اُنگل, بیک ہینڈ, درمیانی کالی رنگت آلی جلد, ضمینہ, ہتھ, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں: درمیانی کالی رنگت آلی جلد, ہیٹھاں
👇🏿	اشارہ کرنا, اُنگل, بیک ہینڈ, ضمینہ, کالی رنگت آلی جلد, ہتھ, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں, ہتھ دے مخالف پاسیوں انگشت شہادت نال ہیٹھاں اشارہ کردیاں ہوئیاں: کالی رنگت آلی جلد, ہیٹھاں
☝️	اشارہ کرنا, اوتے اشارہ کردی شہادت آلی اُنگل, اُنگل, اُوتے, ضمینہ, ہتھ
☝🏻	اشارہ کرنا, اوتے اشارہ کردی شہادت آلی اُنگل, اوتے اشارہ کردی شہادت آلی اُنگل: ہلکی رنگت آلی جلد, اُنگل, اُوتے, ضمینہ, ہتھ, ہلکی رنگت آلی جلد
☝🏼	اشارہ کرنا, اوتے اشارہ کردی شہادت آلی اُنگل, اوتے اشارہ کردی شہادت آلی اُنگل: ہلکی درمیانی رنگت آلی جلد, اُنگل, اُوتے, ضمینہ, ہتھ, ہلکی درمیانی رنگت آلی جلد
☝🏽	اشارہ کرنا, اوتے اشارہ کردی شہادت آلی اُنگل, اوتے اشارہ کردی شہادت آلی اُنگل: درمیانی رنگت آلی جلد, اُنگل, اُوتے, درمیانی رنگت آلی جلد, ضمینہ, ہتھ
☝🏾	اشارہ کرنا, اوتے اشارہ کردی شہادت آلی اُنگل, اوتے اشارہ کردی شہادت آلی اُنگل: درمیانی کالی رنگت آلی جلد, اُنگل, اُوتے, درمیانی کالی رنگت آلی جلد, ضمینہ, ہتھ
☝🏿	اشارہ کرنا, اوتے اشارہ کردی شہادت آلی اُنگل, اوتے اشارہ کردی شہادت آلی اُنگل: کالی رنگت آلی جلد, اُنگل, اُوتے, ضمینہ, کالی رنگت آلی جلد, ہتھ
👍️	1, انگوٹھا, انگوٹھا اوتے, اُوتے, ہتھ
👍🏻	1, انگوٹھا, انگوٹھا اوتے, انگوٹھا اوتے: ہلکی رنگت آلی جلد, اُوتے, ہتھ, ہلکی رنگت آلی جلد
👍🏼	1, انگوٹھا, انگوٹھا اوتے, انگوٹھا اوتے: ہلکی درمیانی رنگت آلی جلد, اُوتے, ہتھ, ہلکی درمیانی رنگت آلی جلد
👍🏽	1, انگوٹھا, انگوٹھا اوتے, انگوٹھا اوتے: درمیانی رنگت آلی جلد, اُوتے, درمیانی رنگت آلی جلد, ہتھ
👍🏾	1, انگوٹھا, انگوٹھا اوتے, انگوٹھا اوتے: درمیانی کالی رنگت آلی جلد, اُوتے, درمیانی کالی رنگت آلی جلد, ہتھ
👍🏿	1, انگوٹھا, انگوٹھا اوتے, انگوٹھا اوتے: کالی رنگت آلی جلد, اُوتے, کالی رنگت آلی جلد, ہتھ
👎️	-1, انگوٹھا, انگوٹھا ہیٹھاں, ہتھ, ہیٹھاں
👎🏻	-1, انگوٹھا, انگوٹھا ہیٹھاں: ہلکی رنگت آلی جلد, ہتھ, ہلکی رنگت آلی جلد, ہیٹھاں
👎🏼	-1, انگوٹھا, انگوٹھا ہیٹھاں: ہلکی درمیانی رنگت آلی جلد, ہتھ, ہلکی درمیانی رنگت آلی جلد, ہیٹھاں
👎🏽	-1, انگوٹھا, انگوٹھا ہیٹھاں: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, ہتھ, ہیٹھاں
👎🏾	-1, انگوٹھا, انگوٹھا ہیٹھاں: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, ہتھ, ہیٹھاں
👎🏿	-1, انگوٹھا, انگوٹھا ہیٹھاں: کالی رنگت آلی جلد, کالی رنگت آلی جلد, ہتھ, ہیٹھاں
✊	ابھاری ہوئی مُٹھی, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ
✊🏻	ابھاری ہوئی مُٹھی, ابھاری ہوئی مُٹھی: ہلکی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ, ہلکی رنگت آلی جلد
✊🏼	ابھاری ہوئی مُٹھی, ابھاری ہوئی مُٹھی: ہلکی درمیانی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ, ہلکی درمیانی رنگت آلی جلد
✊🏽	ابھاری ہوئی مُٹھی, ابھاری ہوئی مُٹھی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ
✊🏾	ابھاری ہوئی مُٹھی, ابھاری ہوئی مُٹھی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ
✊🏿	ابھاری ہوئی مُٹھی, ابھاری ہوئی مُٹھی: کالی رنگت آلی جلد, مُکا مارنا, مٹھی, کالی رنگت آلی جلد, کسیا ہوئیا, ہتھ
👊	آن آلی مُٹھی, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ
👊🏻	آن آلی مُٹھی, آن آلی مُٹھی: ہلکی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ, ہلکی رنگت آلی جلد
👊🏼	آن آلی مُٹھی, آن آلی مُٹھی: ہلکی درمیانی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ, ہلکی درمیانی رنگت آلی جلد
👊🏽	آن آلی مُٹھی, آن آلی مُٹھی: درمیانی رنگت آلی جلد, درمیانی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ
👊🏾	آن آلی مُٹھی, آن آلی مُٹھی: درمیانی کالی رنگت آلی جلد, درمیانی کالی رنگت آلی جلد, مُکا مارنا, مٹھی, کسیا ہوئیا, ہتھ
👊🏿	آن آلی مُٹھی, آن آلی مُٹھی: کالی رنگت آلی جلد, مُکا مارنا, مٹھی, کالی رنگت آلی جلد, کسیا ہوئیا, ہتھ
🤛	مٹھی, کھبے پاسے, کھبے پاسے سامنا کردی مُٹھی
🤛🏻	مٹھی, کھبے پاسے, کھبے پاسے سامنا کردی مُٹھی, کھبے پاسے سامنا کردی مُٹھی: ہلکی رنگت آلی جلد, ہلکی رنگت آلی جلد
🤛🏼	مٹھی, کھبے پاسے, کھبے پاسے سامنا کردی مُٹھی, کھبے پاسے سامنا کردی مُٹھی: ہلکی درمیانی رنگت آلی جلد, ہلکی درمیانی رنگت آلی جلد
🤛🏽	درمیانی رنگت آلی جلد, مٹھی, کھبے پاسے, کھبے پاسے سامنا کردی مُٹھی, کھبے پاسے سامنا کردی مُٹھی: درمیانی رنگت آلی جلد
🤛🏾	درمیانی کالی رنگت آلی جلد, مٹھی, کھبے پاسے, کھبے پاسے سامنا کردی مُٹھی, کھبے پاسے سامنا کردی مُٹھی: درمیانی کالی رنگت آلی جلد
